Name,Private,Apps,Top10perc,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_transformed,Top10perc_transformed,P.Undergrad_transformed,Outstate_transformed,Books_transformed,Personal_transformed,Terminal_transformed,S.F.Ratio_transformed,perc.alumni_transformed,Expend_transformed,Accept_Rate,Outstate_Tier,Private_encoded,Apps_transformed_scaled,Top10perc_transformed_scaled,P.Undergrad_transformed_scaled,Outstate_transformed_scaled,Books_transformed_scaled,Personal_transformed_scaled,Terminal_transformed_scaled,S.F.Ratio_transformed_scaled,perc.alumni_transformed_scaled,Expend_transformed_scaled,Accept_Rate_scaled,Private_encoded_scaled
Notre Dame College,Yes,379,15,311,9990,4900,400,600,44.0,12.1,26,4948,33,4.821250591772475,3.9068791807486942,7.724341946943298,65.74446492812665,9.032160306951633,8.183897511239495,9071.61762738667,5.8711895619635985,7.840523349237043,1.825546364651908,85.4881266490765,Medium,1,-1.4320261129623773,-0.6744109272506593,-0.05067400576780651,0.015414767758354089,-1.0385747644227592,-1.4016057556008417,-1.854952083311673,-0.4618260387652622,0.3918121831278882,-1.6139170936026428,0.734331856195785,0.6125530498969481
Oakland University,No,3041,16,3982,9114,4030,400,650,88.0,19.7,13,6637,53,6.075656439234052,4.037027549018027,12.837331751598787,63.61653637228047,9.032160306951633,8.312862263756331,49659.49561114865,8.475511507547166,5.2034945525684675,1.828238332841442,84.87339690891154,Medium,0,0.5822284608944125,-0.5849046607537621,1.7620138884653844,-0.2130543614146971,-1.0385747644227592,-1.2442682363007733,0.6902976719925955,1.3783101875984967,-0.7285459060471434,-0.6645929172857235,0.6925161315041629,-1.6325116659989423
Oberlin College,Yes,4778,50,120,19670,5820,575,1119,77.0,10.1,47,16593,83,6.323634785548198,6.727069965106191,6.121759731330104,83.70931487983029,9.83579750891398,9.20860027422639,58795.90038007271,5.086553747140241,10.918195805799142,1.8343442113378639,57.91125994139807,High,1,0.9804181849709427,1.2651043449994013,-0.6188310905150503,1.9442453259620027,0.2897201272175073,-0.1514642432737733,1.2632379969775114,-1.0162263078285314,1.6993804724452455,1.4886487505922559,-1.1415277138917082,0.6125530498969481
Occidental College,Yes,2324,52,35,16560,5140,558,1152,91.0,10.5,30,16196,79,5.924162861840283,6.834359884921802,4.259915552862609,78.74298949715077,9.76790566878913,9.257549189458048,54108.59763306137,5.248001858950844,8.50587730878895,1.8342188122435994,56.755593803786574,High,1,0.338968568736843,1.3388902885586311,-1.2789032854925582,1.4110262795548678,0.17750483379692922,-0.09174636885709443,0.9692990979140862,-0.9021518863751777,0.6744919519989533,1.4444266857341659,-1.2201395230955783,0.6125530498969481
Oglethorpe University,Yes,792,56,377,12900,4340,600,4110,91.0,13.1,27,8568,67,5.287104922158681,7.040049268945194,8.066934994786989,72.0377477109996,9.932527964405688,11.506298166812268,57206.70743459923,6.2444098482081,8.01153343199436,1.830254860955239,81.94444444444444,Medium,1,-0.6839833502231432,1.4803479884652577,0.07078414185244954,0.6911051395485793,0.4496014388117547,2.6517364721562924,1.1635803366973685,-0.1981197138629203,0.464466880638092,0.046536916303246495,0.49328017155835296,0.6125530498969481
Ohio Northern University,Yes,2936,35,66,15990,4080,600,825,73.0,14.5,31,9979,83,6.056027842749199,5.799255636304826,5.190072523973376,77.76766085037788,9.932527964405688,8.70155346316617,34148.77423378909,6.74879429472491,8.66494745865426,1.831332064771009,79.7683923705722,High,1,0.5507099612573032,0.6270233788095004,-0.949138442282059,1.3063082494435967,0.4496014388117547,-0.7700634020695872,-0.28237352323745246,0.15826329539749684,0.7420738947418721,0.42641347989232603,0.3452587102715488,0.6125530498969481
Ohio University,No,11023,21,1310,7629,4095,550,2300,79.0,20.4,13,8811,64,6.761478018586754,4.609647768547939,10.4488975480377,59.67856521691307,9.735330960613702,10.453632244927569,45443.82519345305,8.693546220298385,5.2034945525684675,1.8304592017321952,75.27896217000817,Low,0,1.6834822982041746,-0.1910995085854955,0.9152518309651748,-0.6358621845925833,0.12366360001576755,1.3674797929567883,0.4259346495311623,1.532367013874801,-0.7285459060471434,0.11859781231464181,0.039874465743762175,-1.6325116659989423
Ohio Wesleyan University,Yes,2190,36,48,16732,5650,550,550,93.0,12.1,32,12011,75,5.890302587750045,5.869495015931659,4.715800569524912,79.03295859798543,9.735330960613702,8.044569827624697,54108.59763306137,5.8711895619635985,8.821390068071972,1.8325272126259085,77.6255707762557,High,1,0.2845976391877488,0.675328745331237,-1.1172801877673058,1.44215936800973,0.12366360001576755,-1.5715860927236946,0.9692990979140862,-0.4618260387652622,0.808539510579746,0.8478830787309943,0.1994976839266112,0.6125530498969481
Oklahoma Baptist University,Yes,758,35,705,5390,3140,515,1290,63.0,15.1,18,5511,50,5.2600646919174325,5.799255636304826,9.227368590374706,52.64603306773465,9.587775107223885,9.449107698757023,26700.255016237883,6.959113993880287,6.329553707860191,1.8265842913464685,89.84168865435356,Low,1,-0.727403035767334,0.6270233788095004,0.48218803881857747,-1.3909234819232947,-0.12022466923149915,0.14195578669882095,-0.7494672137091747,0.30686892312721825,-0.2501326687269887,-1.2478916300693557,1.0304739465259514,0.6125530498969481
Oklahoma Christian University,Yes,776,22,228,6400,3150,500,1900,58.0,16.2,8,6578,45,5.274538503828361,4.711661371580558,7.185249756282922,56.01806355555188,9.521846755027648,10.11697185129063,20349.537205283363,7.336441288534361,3.8339176338051995,1.8281626451667963,98.58247422680412,Low,1,-0.7041618001642582,-0.12094221917214974,-0.24179621121322845,-1.0288789635676352,-0.2291946039516519,0.956752752058499,-1.1477182127095475,0.5734771377015533,-1.310419180097965,-0.6912842205744246,1.6250478856166704,0.6125530498969481
Oklahoma State University,No,4522,29,1658,5336,3344,800,3100,84.0,15.3,14,6433,48,6.293846781815404,5.343132544941852,10.933339929940562,52.45444398348236,10.600467571293109,10.989243332278129,52599.33115919693,7.0284946523737215,5.444039108195632,1.8279721027723927,86.53250773993808,Low,0,0.9325862788248881,0.3133361961439693,1.086999257554847,-1.4114938112785376,1.5536080298286021,2.020927484273434,0.8746535950171559,0.35589122750062535,-0.6263490551654358,-0.7584791088066984,0.8053737292583841,-1.6325116659989423
Otterbein College,Yes,1496,26,936,12888,4440,420,840,62.0,13.9,30,8802,87,5.669497024992601,5.088171214391668,9.776862958563546,72.01382157819276,9.138031144148096,8.731209808366975,23848.004199077237,6.535060186288381,8.50587730878895,1.8304517890217173,80.54812834224599,Medium,1,-0.06995955266305537,0.13799295441079093,0.6769980867983897,0.6885362644273548,-0.8635857371871479,-0.7338825410642374,-0.9283307329438812,0.007245147886748601,0.6744919519989533,0.1159837155745499,0.39829864407223986,0.6125530498969481
Ouachita Baptist University,Yes,910,31,61,6530,2800,500,1500,63.0,13.3,10,6413,65,5.3721260938142565,5.502386904592119,5.0713514549802055,56.426014539244335,9.521846755027648,9.706971680718645,22941.155750332633,6.317705088840353,4.421054272265976,1.8279453007281885,84.94505494505495,Low,1,-0.5474611200147486,0.42285937607467217,-0.9912281496306625,-0.9850785240587809,-0.2291946039516519,0.4565508868862346,-0.9851988400469104,-0.14633148248231995,-1.060970526681064,-0.7679308655684332,0.6973905218509043,0.6125530498969481
Our Lady of the Lake University,Yes,2308,22,942,8530,3644,616,1576,56.0,14.9,25,7114,37,5.920231498377636,4.711661371580558,9.78942984575176,62.1221292374863,9.992608346841621,9.792102961345883,20349.537205283363,6.889374885282735,7.666103609271758,1.828814297274255,57.885615251299825,Low,1,0.33265580572465414,-0.12094221917214974,0.6814533752195652,-0.3735042485964829,0.548905533846895,0.5604113933217344,-1.1477182127095475,0.25759334859915606,0.31770887154146105,-0.4614787189479588,-1.1432721411267766,0.6125530498969481
Pace University,Yes,8256,37,4379,11000,5160,660,1115,90.0,13.8,10,10059,62,6.613091328236545,5.938297343999169,13.053937494085167,68.05083900927956,10.151083734530816,9.202576514780628,57206.70743459923,6.499091684336911,4.421054272265976,1.831386068648768,45.42151162790697,Medium,1,1.44521127105438,0.7226458157909562,1.8388062589232614,0.26304304288094843,0.8108421980583805,-0.15881325414349018,1.1635803366973685,-0.018169123018266124,-1.060970526681064,0.44545797936702314,-1.9911171233848066,0.6125530498969481
Pacific Lutheran University,Yes,1603,31,302,13312,4488,600,1516,78.0,11.0,23,9431,83,5.7099774615088545,5.502386904592119,7.672636922040327,72.850494197056,9.932527964405688,9.725220780518328,34148.77423378909,5.446485308095454,7.306201546172464,1.8309433185190445,86.83718028696194,Medium,1,-0.004958337490482367,0.42285937607467217,-0.06900478214199397,0.7783672242636009,0.4496014388117547,0.47881486239819887,-0.28237352323745246,-0.7619093999483375,0.16480224108923644,0.2893218839079174,0.8260984518723024,0.6125530498969481
Pacific Union College,Yes,940,20,139,11925,3825,630,1926,48.0,12.3,12,9157,69,5.391858778863551,4.503953018570464,6.359375052803679,70.04397446218228,10.044073557026874,10.140764294377544,45443.82519345305,5.946766112810337,4.953607358725779,1.8307356088316846,71.06382978723404,Medium,1,-0.5157754807972278,-0.2637884142137955,-0.5345902777664516,0.4770398521241707,0.6339700077405097,0.9857796287851013,0.4259346495311623,-0.4084259016153431,-0.8347120348951067,0.21607293964752927,-0.2468512345770413,0.6125530498969481
Pacific University,Yes,943,41,35,14210,3994,450,1100,76.0,10.9,22,11216,42,5.393794785885336,6.200408396979208,4.259915552862609,74.56636519539057,9.28888019207096,9.179807776613403,31904.737047146835,5.4070741342458755,7.12024725786717,1.832099545479981,90.03181336161188,Medium,1,-0.5126667492758133,0.9029060992795955,-1.2789032854925582,0.9625950037563699,-0.6142542984789047,-0.18659120673062196,-0.4230962065588109,-0.7897561601567338,0.08579840488433134,0.6970660064402734,1.0434067882226223,0.6125530498969481
Pembroke State University,No,944,14,529,6360,2760,550,1498,77.0,15.0,5,6443,48,5.394438653630992,3.7701053698334652,8.686002236087866,55.89144613294121,9.735330960613702,9.704677883854428,33014.976620545895,6.92428965966388,2.8030175863665034,1.8279854556518667,81.99152542372882,Low,0,-0.5116328625522535,-0.7684736752694478,0.2902595832078523,-1.0424734859036977,0.12366360001576755,0.45375244544118093,-0.35347352257287784,0.2822630870249347,-1.7484034784636024,-0.7537702079521837,0.49648275822259835,-1.6325116659989423
Pennsylvania State Univ. Main Campus,No,19315,48,2025,10645,4060,512,2394,77.0,18.1,19,8992,63,7.040672847296242,6.616537712685065,11.35346193143707,67.25667853849555,9.574724510631802,10.524822600891273,58795.90038007271,7.965493088984884,6.5349533390638825,1.8306058426737017,53.55423246181724,Medium,0,2.131797699366616,1.1890885687490678,1.235943436070582,0.17777648132971624,-0.14179539883908043,1.4543323149585328,1.2632379969775114,1.0179463816947247,-0.16286735762255852,0.170310827182809,-1.4379055359751056,-1.6325116659989423
Pepperdine University,Yes,3821,86,625,18200,6770,500,700,95.0,11.6,13,16185,66,6.20198609382379,8.310547347724919,8.998465400564266,81.43160962042519,9.521846755027648,8.432948842240108,62055.431121210495,5.680089865568533,5.2034945525684675,1.834215270295723,53.310651661868626,High,1,0.785081536783731,2.354101083761265,0.40103590338053213,1.6996951338517094,-0.2291946039516519,-1.09776212520345,1.467641878959388,-0.5968513856813783,-0.7285459060471434,1.4431776157179133,-1.4544746182974986,0.6125530498969481
Peru State College,No,701,10,457,2580,2624,500,900,48.0,20.1,24,4870,44,5.211673854986479,3.13661398758166,8.416079692129962,40.237315346057855,9.521846755027648,8.845130755470747,65424.30531235642,8.600465007252936,7.488071014907595,1.825388126508786,71.46932952924394,Low,0,-0.805106328380466,-1.204141438433242,0.1945650196537428,-2.7232092507461854,-0.2291946039516519,-0.5948985251698033,1.6789026453905742,1.4665986044009738,0.24207061628816592,-1.6697198684887762,-0.21926794965274374,-1.6325116659989423
Pfeiffer College,Yes,838,11,162,8640,3700,400,1915,62.0,12.2,13,7634,48,5.321770128085581,3.3105556040601205,6.6106147035829395,62.40863621583074,9.032160306951633,10.130734776571167,18727.219793357373,5.909038089917999,5.2034945525684675,1.8293779431390154,77.68496420047732,Low,1,-0.628319906264202,-1.0845174670653988,-0.44551928585790695,-0.34274287756054267,-1.0385747644227592,0.9735435765255882,-1.2494530951634284,-0.43508339754859504,-0.7285459060471434,-0.2627086709293968,0.20353779930329322,0.6125530498969481
Philadelphia Coll. of Textiles and Sci.,Yes,1538,19,1042,11690,5062,600,1664,48.0,12.9,15,8028,68,5.685745980883667,4.394249799363181,9.988910526376625,69.54751725126286,9.932527964405688,9.88605097340334,36487.79557571775,6.170677943246448,5.67618042622164,1.8297670319653376,81.85955786736021,Medium,1,-0.043867890391065506,-0.3392340437249904,0.752174465758969,0.4237367718403794,0.4496014388117547,0.6750283477361848,-0.1356944211524122,-0.2502164792374274,-0.5277223720549751,-0.12549626589483603,0.4875059369550036,0.6125530498969481
Phillips University,Yes,692,19,83,10500,3860,600,940,58.0,11.6,19,8990,39,5.203648601302708,4.394249799363181,5.5407526010080606,66.92729766584722,9.932527964405688,8.91723312048175,20349.537205283363,5.680089865568533,6.5349533390638825,1.8306042472496926,83.23699421965318,Medium,1,-0.8179928307605433,-0.3392340437249904,-0.8248132324389372,0.1424118724317926,0.4496014388117547,-0.5069333484443382,-1.1477182127095475,-0.5968513856813783,-0.16286735762255852,0.16974819996112464,0.5812032083319486,0.6125530498969481
Piedmont College,Yes,663,20,63,5640,3620,600,750,89.0,13.2,17,7309,31,5.177006580876351,4.503953018570464,5.119856158258815,53.51695986562398,9.932527964405688,8.545341066409259,48228.57254567277,6.281111475406707,6.118308313178587,1.8290329035091026,84.76621417797888,Low,1,-0.8607730933120697,-0.2637884142137955,-0.9740319705249556,-1.2974147564820286,0.4496014388117547,-0.9606431574678065,0.6005650532112241,-0.17218743851993448,-0.3398815888114029,-0.3843871007626564,0.6852252469486609,0.6125530498969481
Pikeville College,Yes,404,28,100,6000,3000,500,500,48.0,13.4,14,5557,61,4.862622776085539,5.260422081682251,5.831769162070236,54.727617337753195,9.521846755027648,7.892981014082466,15028.499603244794,6.354191814974079,5.444039108195632,1.8266618603267966,99.00990099009901,Low,1,-1.3655929791790238,0.2564541555541443,-0.721640291085043,-1.1674301958517874,-0.2291946039516519,-1.7565250579131293,-1.481398373568703,-0.12055104982347017,-0.6263490551654358,-1.220536883217599,1.6541227110106296,0.6125530498969481
Pitzer College,Yes,1133,37,30,17688,5900,650,850,100.0,10.4,11,14820,73,5.504567135687119,5.938297343999169,4.042536621993316,80.60996403217638,10.115893212874479,8.750709491517258,65424.30531235642,5.207867505648501,4.693250809609002,1.8337447058021523,55.60458958517211,High,1,-0.3347947210987924,0.7226458157909562,-1.3559697713457746,1.6114775799679804,0.7526774067369608,-0.7100928488101287,1.6789026453905742,-0.9305096236198235,-0.9453261344609437,1.2772327683754374,-1.298434214859739,0.6125530498969481
Point Loma Nazarene College,Yes,809,20,217,10178,4190,800,750,71.0,16.1,19,7895,54,5.30016177093406,4.503953018570464,7.100899309312807,66.18500787846293,10.600467571293109,8.545341066409259,26700.255016237883,7.302559689674737,6.5349533390638825,1.8296390426180316,84.91965389369592,Medium,1,-0.6630173945723599,-0.2637884142137955,-0.2717006389429036,0.0627145062529262,1.5536080298286021,-0.9606431574678065,-0.7494672137091747,0.5495374102901839,-0.16286735762255852,-0.17063178502208903,0.695662667639358,0.6125530498969481
Point Park College,Yes,875,7,1402,9700,4830,400,1200,45.0,14.5,10,7652,66,5.3482030540821075,2.522066501068072,10.587312126886406,65.05409454944743,9.032160306951633,9.326478591460091,49659.49561114865,6.74879429472491,4.421054272265976,1.8293963900112769,85.02857142857142,Medium,1,-0.5858753958239299,-1.6267810138219474,0.9643233998613193,-0.05870817156231771,-1.0385747644227592,-0.007652219826546156,0.6902976719925955,0.15826329539749684,-1.060970526681064,-0.25620337050149916,0.7030715586606741,0.6125530498969481
Polytechnic University,Yes,1132,58,214,16200,4200,436,2486,90.0,10.4,14,14329,62,5.504037801142214,7.138816053157991,7.0772261019504095,78.1296100955965,9.219610516818031,10.592034950408413,49659.49561114865,5.207867505648501,5.444039108195632,1.8335587347553144,74.82332155477032,High,1,-0.3356446968305961,1.5482723599064572,-0.28009340678382877,1.3451696241042976,-0.7287469520785289,1.536331653017786,0.6902976719925955,-0.9305096236198235,-0.6263490551654358,1.2116499685694828,0.008880451170797775,0.6125530498969481
Prairie View A. and M. University,No,2405,10,448,4290,3500,598,1582,75.0,19.4,1,5967,35,5.9436298077107335,3.13661398758166,8.379684139311195,48.46132144941083,9.924920055309556,9.7986609299467,54108.59763306137,8.381147546703707,0.8185189633805885,1.8273120274064372,92.8898128898129,Low,0,0.3702274988812827,-1.204141438433242,0.18166184939151506,-1.8402230679700669,0.437026676513818,0.5684121415197002,0.9692990979140862,1.3116354267818913,-2.5915300639706675,-0.9912550775306536,1.237816320788868,-1.6325116659989423
Presbyterian College,Yes,1082,34,30,11859,3635,554,1429,80.0,13.4,42,8354,85,5.476911373204706,5.727506810854239,4.042536621993316,69.90519788577942,9.751669542456124,9.62375276539391,42760.679669250785,6.354191814974079,10.264131539363945,1.830067360557321,76.89463955637707,Medium,1,-0.3792027938022357,0.5776799288914052,-1.3559697713457746,0.4621398389290514,0.15066888890102867,0.3550234738488856,0.25767565625110594,-0.12055104982347017,1.4214971999277994,-0.019585210066804658,0.14977759286553077,0.6125530498969481
Princeton University,Yes,13218,90,146,19900,5910,675,1575,91.0,8.4,54,28320,99,6.853120120738465,8.45354470943806,6.439577004292072,84.05546415095374,10.203008225841028,9.791007719722158,58795.90038007271,4.370566609326042,11.775581759874868,1.8367315074947177,15.448630655167198,High,1,1.8306360473599794,2.452443922292768,-0.5061565996033315,1.981410306111448,0.8966657965552619,0.559075194114214,1.2632379969775114,-1.5221214688076337,2.063646228817461,2.33053015414705,-4.0299606298572845,0.6125530498969481
Providence College,Yes,5139,20,1358,14400,6200,450,1100,66.0,18.4,35,8135,96,6.362851633369054,4.503953018570464,10.522168950975335,74.92021573505362,9.28888019207096,9.179807776613403,29754.174387837,8.062417407196962,9.276119865145814,1.8298676504639504,65.1099435687877,Medium,1,1.0433904002673355,-0.2637884142137955,0.9412284493768915,1.0005868453678388,-0.6142542984789047,-0.18659120673062196,-0.5579571392876599,1.0864302146786262,1.0017342937327451,-0.09001309276925237,-0.6518520840381163,0.6125530498969481
Purdue University at West Lafayette,No,21804,29,4065,9556,3990,570,1060,86.0,18.2,15,8604,67,7.099524725699029,5.343132544941852,12.88417773889531,64.70624377791339,9.816012876520363,9.117655526558595,44089.64233777555,7.99787015679172,5.67618042622164,1.8302856944859258,85.96587782058339,Medium,0,2.2262987458124375,0.3133361961439693,1.7786220096058747,-0.09605583656555074,0.25701902020397893,-0.262417202994713,0.3410143789166372,1.040823052329025,-0.5277223720549751,0.05741037916067402,0.7668298958277553,-1.6325116659989423
Queens College,Yes,516,32,549,11020,4970,610,1900,73.0,14.0,36,9315,58,5.019334593646747,5.579161020314319,8.755090290951923,68.09507626022057,9.970239299250098,10.11697185129063,30817.86634468314,6.570928155621265,9.42317822480527,1.8308565336983709,75.96899224806202,Medium,1,-1.1139539295533867,0.4756588429698257,0.3147530959025511,0.2677926601421741,0.5119327660679461,0.956752752058499,-0.4912534379026085,0.03258838544133381,1.0642129526815685,0.2587171655003692,0.0868123408579472,0.6125530498969481
Quincy University,Yes,1025,22,72,10100,4140,450,1080,69.0,16.3,32,6880,80,5.444296800355919,4.711661371580558,5.32227533771245,66.002883773408,9.28888019207096,9.14899808759534,26700.255016237883,7.370241616806378,8.821390068071972,1.8285394463282534,68.97560975609755,Medium,1,-0.4315734461457281,-0.12094221917214974,-0.9022691057091234,0.04316040253595542,-0.6142542984789047,-0.22417915185443274,-0.7494672137091747,0.5973594417391935,0.808539510579746,-0.5584050678317484,-0.38889810202500574,0.6125530498969481
Quinnipiac College,Yes,3712,17,714,12030,6140,1000,500,63.0,12.0,33,8847,86,6.186089142653919,4.161257057510804,9.25163519035798,70.26371920461996,11.135873380654385,7.892981014082466,28713.47007719424,5.833219143323595,8.975326246182142,1.830488736185619,58.0010775862069,Medium,1,0.7595551039557205,-0.4994689411839057,0.4907911797800222,0.5006331677019721,2.4385556153715937,-1.7565250579131293,-0.6232192944825511,-0.48865480430561903,0.8739402534841448,0.1290131548058799,-1.1354180535607017,0.6125530498969481
Radford University,No,5702,15,472,6684,4110,500,900,73.0,19.6,9,4519,62,6.418466483734567,3.9068791807486942,8.47532762956453,56.902433766389095,9.521846755027648,8.845130755470747,40177.688977444705,8.444119375767272,4.135322577728063,1.8246245896977094,85.8295334970186,Low,0,1.132693608594835,-0.6744109272506593,0.21556995474047796,-0.9339268603208138,-0.2291946039516519,-0.5948985251698033,0.09569733284866454,1.3561294433902287,-1.18236541463741,-1.938981577108127,0.7575553539845047,-1.6325116659989423
Ramapo College of New Jersey,No,2088,6,1938,4449,4860,600,1655,74.0,17.8,8,7333,47,5.863003180312434,2.2733446825640704,11.260485275407746,49.10675391549515,9.932527964405688,9.876656636199813,57206.70743459923,7.867941719783123,3.8339176338051995,1.8290591876437874,45.83333333333333,Low,0,0.24076178143400678,-1.7978331880954055,1.2029807928286214,-1.770924973792436,0.4496014388117547,0.6635672183793232,1.1635803366973685,0.9490194931800552,-1.310419180097965,-0.37511798509969513,-1.9631037999176164,-1.6325116659989423
Randolph-Macon College,Yes,1771,21,27,13840,3735,400,900,77.0,10.7,38,11080,74,5.768022873709703,4.609647768547939,3.8958537929413795,73.86826443769202,9.032160306951633,8.845130755470747,36487.79557571775,5.327827205479586,9.71106985349749,1.8320216778114593,74.81648785996612,Medium,1,0.08824773074776612,-0.1910995085854955,-1.4079726500278762,0.8876420774712049,-1.0385747644227592,-0.5948985251698033,-0.1356944211524122,-0.845749676894635,1.186525502100285,0.6696059270201028,0.008415603154037882,0.6125530498969481
Randolph-Macon Woman's College,Yes,696,35,56,13970,6110,370,920,88.0,9.2,24,16358,68,5.207229121729401,5.799255636304826,4.94351331928614,74.11492481767694,8.864364450205027,8.881544791389247,60412.08392299406,4.713904915435639,7.488071014907595,1.834270549373921,88.50574712643679,Medium,1,-0.8122434318233117,0.6270233788095004,-1.0365500942946195,0.9141252420783167,-1.3159168023606214,-0.550473254176688,1.3645882269351624,-1.2795288599936459,0.24207061628816592,1.4626718153826495,0.9395992751289208,0.6125530498969481
Reed College,Yes,1966,47,61,19960,5490,500,450,90.0,11.8,37,15886,68,5.828407344833243,6.559981966494515,5.0713514549802055,84.14533130979122,9.521846755027648,7.72664854135075,49659.49561114865,5.756906952546101,9.56813346581784,1.8341175490790813,73.04170905391658,High,1,0.1852097286503146,1.1501937769220463,-0.9912281496306625,1.9910590659179963,-0.2291946039516519,-1.9594513469023465,0.6902976719925955,-0.5425747226939668,1.1257980885897985,1.4087161707952758,-0.11231007041167941,0.6125530498969481
Regis College,Yes,427,18,533,12700,5800,450,700,81.0,10.3,37,11758,84,4.89832834608513,4.280162520647578,8.700005992559305,71.6370529813594,9.28888019207096,8.432948842240108,42760.679669250785,5.167582732162698,9.56813346581784,1.8323959600569282,90.1639344262295,Medium,1,-1.308258976926581,-0.41769469988544683,0.2952242791684142,0.6480837816681111,-0.6142542984789047,-1.09776212520345,0.25767565625110594,-0.9589736432806009,1.1257980885897985,0.8015967825477371,1.0523940515727441,0.6125530498969481
Rensselaer Polytechnic Institute,Yes,4996,53,16,17475,5976,1230,1100,94.0,15.4,21,15605,70,6.347681494497248,6.886856882263634,3.189589363197824,80.26354338464004,11.646525622908005,9.179807776613403,62055.431121210495,7.063052599608816,6.929932557777247,1.8340230893566376,83.36669335468375,High,1,1.0190310418743465,1.3749937779595973,-1.658361763019646,1.574283462969669,3.2825891707294645,-0.18659120673062196,1.467641878959388,0.38030884250552255,0.004942020606680277,1.375404893733151,0.5900257249092727,0.6125530498969481
Rhodes College,Yes,2302,58,59,15200,4768,550,1500,90.0,10.8,47,13388,77,5.918749693922498,7.138816053157991,5.021391812184284,76.37736720142061,9.735330960613702,9.706971680718645,58795.90038007271,5.367522038638105,10.918195805799142,1.8331733070719995,79.53953084274545,Medium,1,0.33027640721709517,1.5482723599064572,-1.0089401426438158,1.1570367062804472,0.12366360001576755,0.4565508868862346,1.2632379969775114,-0.8177024914772081,1.6993804724452455,1.0757286677847484,0.3296908761245636,0.6125530498969481
Rider University,Yes,3586,16,1309,13250,5420,700,3100,84.0,12.3,23,11299,70,6.167076703277872,4.037027549018027,10.447345489903924,72.72925414459326,10.287356219704934,10.989243332278129,52599.33115919693,5.946766112810337,7.306201546172464,1.8321463558835351,67.59620747350809,Medium,1,0.7290259948552864,-0.5849046607537621,0.9147015859817643,0.7653500535832432,1.0360807080301793,2.020927484273434,0.8746535950171559,-0.4084259016153431,0.16480224108923644,0.7135737229763609,-0.48272910176202477,0.6125530498969481
Ripon College,Yes,587,28,28,15200,4100,350,650,87.0,9.4,49,12472,64,5.100784079945237,5.260422081682251,3.9463123049721003,76.37736720142061,8.745786153121648,8.312862263756331,49659.49561114865,4.797898993300738,11.169601799750874,1.832755736602489,85.34923339011925,Medium,1,-0.9831669114228405,0.2564541555541443,-1.3900837948934837,1.1570367062804472,-1.5119094043589478,-1.2442682363007733,0.6902976719925955,-1.22018114926161,1.806191872967965,0.9284721944119869,0.7248839282713606,0.6125530498969481
Rivier College,Yes,484,6,1196,9870,4860,600,1100,59.0,12.2,19,6744,81,4.978601224091876,2.2733446825640704,10.264679834950005,65.46041253715012,9.932527964405688,9.179807776613403,16447.810048162224,5.909038089917999,6.5349533390638825,1.828372983264278,79.75206611570248,Medium,1,-1.1793612904171202,-1.7978331880954055,0.849941859466046,-0.01508306179876824,0.4496014388117547,-0.18659120673062196,-1.392393977623881,-0.43508339754859504,-0.16286735762255852,-0.617108365927878,0.34414815040389957,0.6125530498969481
Roanoke College,Yes,2227,27,239,13425,4425,450,1200,85.0,13.0,26,9405,72,5.899869624613669,5.175483632487222,7.266009396332705,73.07051325295906,9.28888019207096,9.326478591460091,48228.57254567277,6.207599060205051,7.840523349237043,1.83092401037153,80.37718904355636,Medium,1,0.2999598505484552,0.19803987368047105,-0.21316481794747663,0.8019899920325411,-0.6142542984789047,-0.007652219826546156,0.6005650532112241,-0.22412911897517096,0.3918121831278882,0.28251285425200917,0.3866708502858737,0.6125530498969481
Rockhurst College,Yes,935,22,754,9490,4100,500,1500,60.0,10.7,21,7519,79,5.38861732376224,4.711661371580558,9.356258088646625,64.5456607903955,9.521846755027648,9.706971680718645,35306.31811651647,5.327827205479586,6.929932557777247,1.8292584844885182,91.76470588235294,Medium,1,-0.5209804276467489,-0.12094221917214974,0.5278827188663581,-0.11329713689841309,-0.2291946039516519,0.4565508868862346,-0.20978440474634713,-0.845749676894635,0.004942020606680277,-0.30483583477479637,1.1612832334846235,0.6125530498969481
Rocky Mountain College,Yes,560,11,118,8734,3362,600,625,56.0,11.3,27,6422,68,5.071122737318803,3.3105556040601205,6.094808118449209,62.651576546823186,9.932527964405688,8.249574301883444,34148.77423378909,5.563890873647727,8.01153343199436,1.8279573775791673,70.0,Low,1,-1.030795432266337,-1.0845174670653988,-0.628386138396189,-0.3166591231457777,0.4496014388117547,-1.3214798055730637,-0.28237352323745246,-0.6789541283407586,0.464466880638092,-0.7636719569184205,-0.31921606516062134,0.6125530498969481
Roger Williams University,Yes,3304,10,1489,12520,6050,500,730,44.0,16.4,8,7957,61,6.121793105813073,3.13661398758166,10.710869122565239,71.27286790845767,9.521846755027648,8.501241777416086,13045.77062852601,7.4039613662423625,3.8339176338051995,1.8296991173515005,84.86682808716706,Medium,1,0.656312133150369,-1.204141438433242,1.008127569020998,0.6089823530815689,-0.2291946039516519,-1.014444468273074,-1.6057345224000523,0.621184811174139,-1.310419180097965,-0.14944639468591678,0.6920693009318503,0.6125530498969481
